"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up","Affected by (tasks)","Affects versions RaaS (drop down)","Comentarios (text)","Component-ok (labels)","Fix Version RaaS (drop down)","Jira ID (text)","Orden (number)","PM (drop down)","Projects (drop down)","RN Client Description (text)","RN Int Description (text)","Release (drop down)","Release Name (drop down)","Release Notes Client (checkbox)","Release Notes Internal (checkbox)","Released (checkbox)","Review (drop down)","Revision (drop down)","Target Version RaaS (drop down)","Type oz (drop down)","🤓 User Acceptance Criteria (text)"
"Task","86dwjkrdr","RAAS-4929","Include CRB OFAC Screening for OCT Cross Border","in qa","Context
In order to perform the Cross Border OCT Transactin, the CRB bank that provides the OCT transactions service, has requested to include the ofac screening for the recipient card, before executing the transaction.

Work to Be Done
The platform needs to include a call to the service to recipient's card ofac screening right before the execution of the actual OCT Transaction.  See related task for the technical implementation of the New OFAC Screen endpoint in Platform's CRB API = Implement OFAC Screening Endpoint in CRB API (https://app.clickup.com/t/1238940/RAAS-4930) 
If as a result of the ofac screening the card returns a hit in black lists, the transaction needs to be set on hold, the OCT will not be executed,  and a ticket needs to be sent to Operations Desk. See related story for Operations Ticket Trigger = Trigger Operations Ticket when OFAC Screening returns hit in recipient's Card (https://app.clickup.com/t/1238940/RAAS-4931) 
If the ofac screening does not return hit in the recipient's card, the transaction can be finished and the OCT is executed

Follow up validations and process
When the Operations Teams executes a manual process to validate with CRB compliance team,  there could be two outcomes of the transaction =
if the recipíent's card resulted in a false hit, the operation shouyld be able to be continued by the retries mechanism present in the Operations Console, and the transaction needs to be continued normally
if the recipient's card resulted in a positive hit, the operations team should be able to cancel the transaction using the mechanism present in the Operations Console, and the transaction should be terminated.


","[Alvaro Andres Obregon Carreño]","none","",0,0,"","","Monday, April 21st 2025, 6:21:52 pm -03:00","Wednesday, August 6th 2025, 5:01:04 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, Kanban R&D, 1.11.7.6 Magnolia Bug Fixing]","[]","","","","","","",,0,"[86dwjkrnk]","","","[Backend]","","","","","RaaS","","","","","","","","","","","Platform Enhancement","When there's a crossborder OCT transaction, this means, the transaction will executed to push funds to a non-usa card, before the actual execution of the OCT Transaction, the OFAC Screening for CRB needs to be executed.
If this screening results in a hit, then the transaction will be set on hold, if the screening does not result in a hit, then the transaction will continue normally
Also, if the transaction is set on hold, a ticket should be triggered to the Operations team. Review the related tasks mentioned for the rest of the scope of this feature.
"
"Task","86dwhe2e0","RAAS-4921","Fiserv Integration for OCT","to do","
","[]","none","",0,0,"","","Wednesday, April 16th 2025, 11:52:37 am -03:00","Wednesday, April 16th 2025, 11:52:37 am -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","[Business]","","","","","","","","","","","","","","","","Epic",""
"Task","86dwhe25q","RAAS-4920","Exchange Rate Boards","in review","Context

See the functional requirement in the following document
Exchange Rate Providers Board (Pizzarras Cambiarias) (https://app.clickup.com/1238940/docs/15tww-63277/15tww-40517)

This EPIC means to cover all the work to be done to implement all the enhancements and changes to apply this new feature

Work to Be Done
The platform needs to include a new mechanism to allow the handling of different exchange rate providers and configuring wich exchange rate provider a tennant / partner will use
This mechanism should provide the following features
Handle multiple Exchange Rate Providers in the Platform
Create new Exchange Rate Provider as requested by Product 
Provide the Exchange Rate Provider selection for the Partner/Tennant configuration
Use the Exchange Rate Provider selected in the information and calculations, either in pre-quote, quote and execution of the operations

","[]","none","",0,0,"","","Wednesday, April 16th 2025, 11:51:55 am -03:00","Friday, May 2nd 2025, 4:57:45 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86dwnxd2c, 86dwnxg78, 86dwnxggk]","[https://app.clickup.com/t/86dwnxd2c, https://app.clickup.com/t/86dwnxg78, https://app.clickup.com/t/86dwnxggk]","","[Technical Requirements - TA RaaS, CARDAMOM (VNA)]","[]","","","","","","",,0,"","","","[Business]","","","","","","","","","","","","","","","","Epic",""
"Task","86dwhe1wv","RAAS-4919","Virtual Network Accounts (EPIC)","in progress","This Epic Aims to cover all the effort required to implement the Virtual Networks Account
See related page for the functional definition of this Feature Virtual Network Account (https://app.clickup.com/1238940/docs/15tww-63277/15tww-40537) 
See the tasks list for information of each part of the implementation



","[]","none","",0,0,"","","Wednesday, April 16th 2025, 11:51:24 am -03:00","Tuesday, May 5th 2026, 3:39:39 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86dwn3ghp, 86dwn3gkk, 86dwn3gne, 86dwpgjam, 86dwpgk03]","[https://app.clickup.com/t/86dwn3ghp, https://app.clickup.com/t/86dwn3gkk, https://app.clickup.com/t/86dwn3gne, https://app.clickup.com/t/86dwpgjam, https://app.clickup.com/t/86dwpgk03]","","[Technical Requirements - TA RaaS, CARDAMOM (VNA)]","[]","","","","","","",,0,"","","","[Business]","","","","","","","","","","","","","","","","Epic",""
"Task","86dwhdpet","RAAS-4915","Integration of HWAY Prepaid with RAAS for Manyuba Remittances","in review","This Epic Aims to describe all the work to be done to implement the necessary mechannism for the integration and the communication between the two main platforms of Numi Ecosystem, in order to achievve a new product concept required by the partner Manyuba
Create the USA customer (sender) trhough APIs within the HWAY prepaid ecosystem
Allow the USA customer to use all the benefits from HWAY prepaid (such as card and ACH)
Create the non-USA customer (recipient) through APIs within the RAAS ecosystem
Allow the sender to be created automatically in RAAS ecocystem by a connection between HWAY prepaid and RAAS
Allow these users to Execute Remittances in RAAS ecocystem
","[]","none","",0,0,"","","Wednesday, April 16th 2025, 11:28:54 am -03:00","Wednesday, April 16th 2025, 11:29:03 am -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86dwhdqp0, 86dwhdqy3, 86dwhdr0v, 86dwhh1uf]","[https://app.clickup.com/t/86dwhdqp0, https://app.clickup.com/t/86dwhdqy3, https://app.clickup.com/t/86dwhdr0v, https://app.clickup.com/t/86dwhh1uf]","","[Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","","","","","","RaaS","","","","","","","","","","","Epic",""
"Task","86dwfcxc8","RAAS-4895","Message to User when Apps Dont work due to Invalid API Key","Closed","Context
There is a missing mechanism for handling a system error when the Apps are not able to connect to RAAS Middleware due to error with the API Key. Currently the app show a blank screen (see related task) when this error happens.

Work to Be Done
The Mobile layer needs to provide the user a message stating that due to a system error the service is not possible at the moment with the details stated in the UX Requirement below


Original UX Requirement

Design Specification:

Deliverable: Figma link and PNG board
Language: EN 

Description: Alert when system fails, to try again later. Something around the lines that Title: ""Oops something went wrong"" Description ""Something isn’t working as expected. Please try again later"" 


 
 





EN
ES
FR
Connection issue detected
Problema de conexión
Problème de connexion
We’re unable to continue due to a system error. Please try again later.
No podemos continuar debido a un error del sistema. Por favor, intenta más tarde.
Nous ne pouvons pas continuer en raison d’une erreur système. Veuillez réessayer plus tard.
Try later
Intenta más tarde
Réessaie plus tard

","[Eliab Acevedo Avila]","none","Validated over HWAY Ask & Send 1.13.0 in the following devices/ platforms/ OS versions:   iPhone 14 Plus/ iOS 18.6.2 -  Working OK    Moto G15/ Android 15 -  Working OK      image.png     the other issues mentioned by  @Luciana  I was also able to see them but will be followed in separated ticket  ",3,0,"","","Tuesday, April 8th 2025, 4:14:49 pm -03:00","Friday, September 5th 2025, 3:09:01 pm -03:00","Friday, September 5th 2025, 3:09:01 pm -03:00","Friday, September 5th 2025, 3:09:01 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.13 ROSE]","[]","[ALL APPS] Related to RAAS-4895 Invalid API Key: Some aspects need clarification: https://app.clickup.com/t/86dxp676g)
[iOS/Android] Analizar manejo de excepción cuando vence el api key: https://app.clickup.com/t/86du8fhxq)","","","","","",,0,"","","","[Mobile]","","","","","RaaS","","","","","","","","","","","UX Enhancement","When there is a system error within the app and the raas backend, the user should be presented with a message accordingly. The message in the case of invalid api key should be as described in the ux requirement in this ticket.
"
"Task","86dwf9we3","RAAS-4894","Invex Anti Terrorism Requirements Mobile layer changes","Closed","Context
RAAS Middleware will implement requirements defined in Invex Anti-Terrorism Requirements (https://app.clickup.com/t/1238940/RAAS-4890) 
The Mobile layer needs to implement some changes in addition to the changes inthe RAAS Middleware, to achieve the requirements

Work to Be Done
The mobile layer needs to:
remove the call to the invex webview after the CIP Level 1 of the user is achieved
After the CIP Level 2 of the user is achieved, do the following:
upload the prospect files -through RAAS Middleware service- to Invex SFTP
call to the invex webview


","[]","none","VALIDATED OK WITH    phone Moto G Pure / Android 12/ INVEX 1.11.7.5   iPhone SE / iOS 16.2 /INVEX 1.11.7.5    ",6,0,"","","Tuesday, April 8th 2025, 1:54:00 pm -03:00","Thursday, April 24th 2025, 5:37:22 pm -03:00","Thursday, April 24th 2025, 5:18:03 pm -03:00","Thursday, April 24th 2025, 5:18:03 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.11.7.2 Magnolia, Kanban R&D]","[]","","","","","","",,0,"","1.11.7.1","","[Mobile]","","","","Ana","","","","","Magnolia","","","","","","","Task","When the Invex ASK user is undergoing their CIP in tha platform, after he completes the information to achieve level 2, the execution of uploading the files to SFTP and call to the invex web view will be triggered.
The user needs to be able to complete the information required in CIP and the connection to the Invex webview to complete their data, with no issues.
"
"Task","86dwf1um0","RAAS-4893","Invex re-send prospect file service","code complete","Context
I was required by Invex to provide a service to allow them to request to re-send the prospect file upon requirement

Work to be Done
The RAAS Middleware needs to provide a service to allow Invex to request the prospect file to be sent again to them. When Invex invokes this service the following needs to happen:
The Prospect file (already existing, and that was already sent previously) will be uploaded in a SFTP
When the upload finishes, the service that informs the prospect file is ready will be triggered again to report that the file was uploaded, including the new checksum field

See below original change requirement from the partner (highlited in green)
 
","[Javier Comas]","none","",0,0,"","","Monday, April 7th 2025, 7:25:15 pm -03:00","Thursday, April 10th 2025, 4:15:04 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[non-qa]","[Technical Requirements - TA RaaS, 1.11.7 Magnolia (Invex), Kanban R&D]","[]","Invex Anti-Terrorism Requirements: https://app.clickup.com/t/86dwezudm)","","","","","",,0,"","","","[RaaS-Backend]","","","","","RaaS","","","","","","","","","","","Task","When the partner requests to re-send the file the service shoyuld be available
"
"Task","86dwezudm","RAAS-4890","Invex Anti-Terrorism Requirements","Closed","Context
due to the changes in the legal requirements in USA in Trump administration for Cross Border money transactions with Mexico, the partner Invex has required certain changes to be implemented in their integration to comply with this legal requierements and avoid sanctions.
The changes are related to the way the information of the Mexican user is sent to Invex SFTP, from the Platform's RAAS Middleware layer:
1) the moment the file is sent is now at the end in the lifecicle of the user's CIP Process, to make sure all the information is sent before Invex creates the account for the user.
2) the checksum that the file is encripted with, needs to be sent separatedly

Work to be done
The RAAS Middleware layers needs to update the mechanism that capture and prepare the data of the ""expediente"" in order to comply with the requirements, 
sent the prospect (a.k.a ""expediente"") files, before making the call to Invex to create the account. This will be achieved by uploading the photo id and selfie files to the SFTP as soon as the user captures their photo ID, this is, when the user completes their CIP Level 2 (instead of the current moment, that is, after the user reaches CIP level 1)
add a new field to the service that notifies invex that ""prospect file"" is ready, with the information of the checksum that the file is encripted with

See screenshot of the original Change Requirement (the scope highlited in yellow)
 

RAAS Middleware DEV Team Details for Testing
Confirm Invex services calls with Grafana

 Filter to be used:
 

Look for the following invocations there: 

File upload:
""Posted uploadRecord to 200.52.92.59 /TMK_storage3/No_presencial/Remesas/RemesasQA/""

File upload confirmation:
""Posted confrimRecord to https://wsqa.invextarjetas.com.mx/cadenas-digitales/remittances/1.0.0/onboarding/files ...""

Prospect creation request:
""Posted postProspect to https://wsqa.invextarjetas.com.mx/cadenas-digitales/remittances/1.0.0/onboarding/prospect ...""

","[Pedro Medina]","none","Para el siguiente usuario +523310140048 se tiene:   File upload:   {     ""labels"": {       ""action"": ""uploadRecord"",       ""env"": ""production"",       ""feature"": ""ExternalWidgetService"",       ""level"": ""info"",       ""service"": ""raas-partner"",       ""userPhoneNumber"": ""+5213310140048""     },     ""level"": ""info"",     ""message"": ""Posted uploadRecord to 200.52.92.59 /TMK_storage3/No_presencial/Remesas/RemesasQA/2025_04_24_DOSM720525MHRRMG01.pdf ""   }   File upload confirmation:   {     ""labels"": {       ""action"": ""confrimRecord"",       ""env"": ""production"",       ""feature"": ""ExternalWidgetService"",       ""level"": ""info"",       ""service"": ""raas-partner"",       ""userPhoneNumber"": ""+5213310140048""     },     ""level"": ""info"",     ""message"": ""Posted confrimRecord to  https://wsqa.invextarjetas.com.mx/cadenas-digitales/remittances/1.0.0/onboarding/files  \n with options {\""headers\"":{\""Content-MD5\"":{\""words\"":[-2115695587,-225428255,-185104546,1780237224],\""sigBytes\"":16},\""X-user-location\"":\""h3kujKOsh+fVl9PBeCPUhM7iX8sVn42Qi2s32/+eW4DMkp/Q24ZiN/pz3UxYY0qQuVLT/Ei7crfmZhTJkRsdYa36GEA88E9hTOfi85DPcLtEBg1YDx0wkWk=\"",\""Authorization\"":\""Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IlptVTROR1l5TmpJeE0yRTJNV1F5T0RBNU5ESTROek5tTURFM05qWmtOVGN5TTJZMk5qaGlPQT09In0.eyJhdWQiOiJodHRwOlwvXC9vcmcud3NvMi5hcGltZ3RcL2dhdGV3YXkiLCJzdWIiOiJhcHBsaWNhdGlvbi5yZW1lc2Fzbm93QGNhcmJvbi5zdXBlciIsImFwcGxpY2F0aW9uIjp7Im93bmVyIjoiYXBwbGljYXRpb24ucmVtZXNhc25vdyIsInRpZXJRdW90YVR5cGUiOiJyZXF1ZXN0Q291bnQiLCJ0aWVyIjoiVW5saW1pdGVkIiwibmFtZSI6IkFza05vdyIsImlkIjoyMTI3LCJ1dWlkIjpudWxsfSwic2NvcGUiOiJhbV9hcHBsaWNhdGlvbl9zY29wZSBkZWZhdWx0IiwiaXNzIjoiaHR0cHM6XC9cL2ludnEtZ3ctbWlydGhlc2ItaXMuaW52ZXhidC5jb206NDQzXC9vYXV0aDJcL3Rva2VuIiwidGllckluZm8iOnsiQnJvbnplIjp7InRpZXJRdW90YVR5cGUiOiJyZXF1ZXN0Q291bnQiLCJzdG9wT25RdW90YVJlYWNoIjp0cnVlLCJzcGlrZUFycmVzdExpbWl0IjowLCJzcGlrZUFycmVzdFVuaXQiOm51bGx9LCJVbmxpbWl0ZWQiOnsidGllclF1b3RhVHlwZSI6InJlcXVlc3RDb3VudCIsInN0b3BPblF1b3RhUmVhY2giOnRydWUsInNwaWtlQXJyZXN0TGltaXQiOjAsInNwaWtlQXJyZXN0VW5pdCI6bnVsbH19LCJrZXl0eXBlIjoiU0FOREJPWCIsInN1YnNjcmliZWRBUElzIjpbeyJzdWJzY3JpYmVyVGVuYW50RG9tYWluIjoiY2FyYm9uLnN1cGVyIiwibmFtZSI6InJlbWVzYXMiLCJjb250ZXh0IjoiXC9jYWRlbmFzLWRpZ2l0YWxlc1wvcmVtZXNhc1wvMS4wLjAiLCJwdWJsaXNoZXIiOiJJTlZFWEdGXC9kaGVybmFuZGV6ciIsInZlcnNpb24iOiIxLjAuMCIsInN1YnNjcmlwdGlvblRpZXIiOiJCcm9uemUifSx7InN1YnNjcmliZXJUZW5hbnREb21haW4iOiJjYXJib24uc3VwZXIiLCJuYW1lIjoicmVtaXR0YW5jZXMiLCJjb250ZXh0IjoiXC9jYWRlbmFzLWRpZ2l0YWxlc1wvcmVtaXR0YW5jZXNcLzEuMC4wIiwicHVibGlzaGVyIjoiSU5WRVhHRlwvbGpsb3BlemciLCJ2ZXJzaW9uIjoiMS4wLjAiLCJzdWJzY3JpcHRpb25UaWVyIjoiVW5saW1pdGVkIn1dLCJjb25zdW1lcktleSI6IloxeW9FWm42ajBVdXBFS2NjaGNJdmJmWlFhSWEiLCJleHAiOjE3NDU1MjM3NjUsImlhdCI6MTc0NTUyMDE2NSwianRpIjoiOGZhNDE0ODktZTcwNC00NWNhLWIwYjMtYmE4ZmQ1YmUyNGEyIn0.Onlb5PWULwkgVVVZilaaYfKOeTh2KixAOL65F0rSElJ2twQlRkxFWTQku3CXd2Ti8ZXhTNNn0JtR5ASb_5TU6ejwDXe_2xRrO8YcGJtJUUqumcThG5dVXQIqN81vEJNtRHKv5Vpv1sktC1wSDAsnXNeQTsImV9WSDQgB8x_73zL4AHAcLr7gPGID31hDXshnGftqdytFN5aeWFiBMIWEFXAXS0xUigrk0nxWQ67mZt4CIDF7CwIOx2abXjno_52tYEeEu535quapc5jG9eGXS6ZLrELvXquXtHPilUHwyMwkS3gA_FdjNv-SvNgC1VxNdOvwgw7MSkfrni3jN54QcQ\"",\""X-file-checksum\"":\""237a7780cd1af0d3cedd63a1c70934df126823def168cdac4b069a4701f29c5c\""},\""method\"":\""POST\"",\""json\"":true,\""body\"":{\""idExternal\"":\""jPqk49fqCQc2TwM4g2YwnXFN12b2\"",\""date\"":\""2025-04-24\"",\""fileReference\"":\""2025_04_24_DOSM720525MHRRMG01.pdf\""},\""uri\"":\"" https://wsqa.invextarjetas.com.mx/cadenas-digitales/remittances/1.0.0/onboarding/files\ ""} and data: {\""idExternal\"":\""jPqk49fqCQc2TwM4g2YwnXFN12b2\"",\""date\"":\""2025-04-24\"",\""fileReference\"":\""2025_04_24_DOSM720525MHRRMG01.pdf\""}""   }   Prospect creation request:   {     ""labels"": {       ""action"": ""postProspect"",       ""env"": ""production"",       ""feature"": ""ExternalWidgetService"",       ""host"": "" raas-app-qa.nomas.cash "",       ""level"": ""info"",       ""originPath"": ""custom/get-widget-link"",       ""requestId"": ""43ee7e4a-11d7-4e2d-9e6d-b74b3cf750da"",       ""service"": ""raas-mobile"",       ""userId"": ""jPqk49fqCQc2TwM4g2YwnXFN12b2"",       ""userPhoneNumber"": ""+5213310140048""     },     ""level"": ""info"",     ""message"": ""Posted postProspect to  https://wsqa.invextarjetas.com.mx/cadenas-digitales/remittances/1.0.0/onboarding/prospect  with headers: {\""Content-MD5\"":{\""words\"":[-1147238121,1764293576,-653762860,-366418061],\""sigBytes\"":16},\""X-user-location\"":\""hh+48H07maf+NH04hriDQNRvoN1NhzS2cso7hpLLNCA7ikSs3kY+Lu5bzCQh/MKQyYnSgSpg8Q0eqWVaIKkk0Ta1koxvQCvLNTSRDO/A6JHN10dSjn+i5DU=\"",\""X-app-version\"":\""1.11.7.5\"",\""Authorization\"":\""Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IlptVTROR1l5TmpJeE0yRTJNV1F5T0RBNU5ESTROek5tTURFM05qWmtOVGN5TTJZMk5qaGlPQT09In0.eyJhdWQiOiJodHRwOlwvXC9vcmcud3NvMi5hcGltZ3RcL2dhdGV3YXkiLCJzdWIiOiJhcHBsaWNhdGlvbi5yZW1lc2Fzbm93QGNhcmJvbi5zdXBlciIsImFwcGxpY2F0aW9uIjp7Im93bmVyIjoiYXBwbGljYXRpb24ucmVtZXNhc25vdyIsInRpZXJRdW90YVR5cGUiOiJyZXF1ZXN0Q291bnQiLCJ0aWVyIjoiVW5saW1pdGVkIiwibmFtZSI6IkFza05vdyIsImlkIjoyMTI3LCJ1dWlkIjpudWxsfSwic2NvcGUiOiJhbV9hcHBsaWNhdGlvbl9zY29wZSBkZWZhdWx0IiwiaXNzIjoiaHR0cHM6XC9cL2ludnEtZ3ctbWlydGhlc2ItaXMuaW52ZXhidC5jb206NDQzXC9vYXV0aDJcL3Rva2VuIiwidGllckluZm8iOnsiQnJvbnplIjp7InRpZXJRdW90YVR5cGUiOiJyZXF1ZXN0Q291bnQiLCJzdG9wT25RdW90YVJlYWNoIjp0cnVlLCJzcGlrZUFycmVzdExpbWl0IjowLCJzcGlrZUFycmVzdFVuaXQiOm51bGx9LCJVbmxpbWl0ZWQiOnsidGllclF1b3RhVHlwZSI6InJlcXVlc3RDb3VudCIsInN0b3BPblF1b3RhUmVhY2giOnRydWUsInNwaWtlQXJyZXN0TGltaXQiOjAsInNwaWtlQXJyZXN0VW5pdCI6bnVsbH19LCJrZXl0eXBlIjoiU0FOREJPWCIsInN1YnNjcmliZWRBUElzIjpbeyJzdWJzY3JpYmVyVGVuYW50RG9tYWluIjoiY2FyYm9uLnN1cGVyIiwibmFtZSI6InJlbWVzYXMiLCJjb250ZXh0IjoiXC9jYWRlbmFzLWRpZ2l0YWxlc1wvcmVtZXNhc1wvMS4wLjAiLCJwdWJsaXNoZXIiOiJJTlZFWEdGXC9kaGVybmFuZGV6ciIsInZlcnNpb24iOiIxLjAuMCIsInN1YnNjcmlwdGlvblRpZXIiOiJCcm9uemUifSx7InN1YnNjcmliZXJUZW5hbnREb21haW4iOiJjYXJib24uc3VwZXIiLCJuYW1lIjoicmVtaXR0YW5jZXMiLCJjb250ZXh0IjoiXC9jYWRlbmFzLWRpZ2l0YWxlc1wvcmVtaXR0YW5jZXNcLzEuMC4wIiwicHVibGlzaGVyIjoiSU5WRVhHRlwvbGpsb3BlemciLCJ2ZXJzaW9uIjoiMS4wLjAiLCJzdWJzY3JpcHRpb25UaWVyIjoiVW5saW1pdGVkIn1dLCJjb25zdW1lcktleSI6IloxeW9FWm42ajBVdXBFS2NjaGNJdmJmWlFhSWEiLCJleHAiOjE3NDU1MjM3NjYsImlhdCI6MTc0NTUyMDE2NiwianRpIjoiMDY2Y2ZjYTItYjc3NS00MTg1LTk5MzAtYTZlYjUzNzhhZDI2In0.Upmh-tYw9XFJYxRLeI_OGGn1yoJTUkU5ow40bKIHV4ahwoP89DRACQuCOZ3WEwi3kwCwiJvZW8CyHWyK3RzV2YQ67JCJtOmL9bl2zH6E9ujM2cl4ebzG6nZ8gyB3MGa5F4luF29RgXIj-FsechU67j9rQFYWEuSBnAqTQCF9PM24jO0tL_tMBsNL0FCYzxpIlnplw-r5n_WOLMb42Aemcm65D93M9ekp0eEP_yHJ-2DBDPC7kpkct2RTeQASvmgOUa7Rlh_wNo2OTWzFkP02Mwt18P3jJyOd3K5G3YqfOFb0KBhNfI4_PEoWYJcgNYK-rFqh59q0RJmEHFS8658O_w\""} and data: {\""user\"":{\""name\"":\""Magdalena\"",\""lastName\"":\""Dorantes\"",\""motherName\"":\""Simon\"",\""birthdate\"":\""1972-05-25\"",\""curp\"":\""DOSM720525MHRRMG01\"",\""birthState\"":\""NAYARIT\"",\""sex\"":\""M\"",\""address\"":{\""postalCode\"":\""63734\""},\""contactInfo\"":{\""email\"":\"" magdalena10140048@g.com \"",\""cellphone\"":\""3310140048\""}},\""idChannel\"":6,\""idExternal\"":\""jPqk49fqCQc2TwM4g2YwnXFN12b2\""}""   }     VALIDATED OK WITH    phone Moto G Pure / Android 12/ INVEX 1.11.7.5   iPhone SE / iOS 16.2 /INVEX 1.11.7.5    ",6,0,"","","Monday, April 7th 2025, 5:25:21 pm -03:00","Thursday, April 24th 2025, 7:05:50 pm -03:00","Thursday, April 24th 2025, 5:17:52 pm -03:00","Thursday, April 24th 2025, 5:17:52 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[general-acceptance]","[Technical Requirements - TA RaaS, 1.11.7.2 Magnolia, Kanban R&D]","[]","Invex re-send prospect file service: https://app.clickup.com/t/86dwf1um0)","","","","","",,0,"","1.11.7.1","","[RaaS-Backend]","","","","Ana","RaaS","","","","Magnolia","","","","","","","Business Requirement","When the RAAS Middleware has completed gathering the data from the user, before sending the request to invex to sttart the process (in their webview) to create the account, the prospect files will be sent to Invex SFTP. RAAS Middleware will inform that the prospect has been uploaded, with the new field requested by Invex.
This is a General Acceptance ticket, overall, if the onboarding process for Invex users and the creation of the account works properly, this can be considered accepted
For Testing purposes, review the RAAS DEV Team notes in the description of this tiket, on how to review the logs to validate that the file have been sent

"
"Task","86dwccprx","RAAS-4836","Delete User Feature","in progress","This Epic contains all the work to be done for the feature “Delete User”:

Delete user data in platform by implementing a mark that the user has being deleted
Delete user data in Central
Delete user data in RAAS Middleware
Delete user information in Galileo
** This might include changing the statos or the account or deleint the account altogether
NOT IN SCOPE YET = Allow the user to re-user their phone = hence the phone should no longer be used as user ID, a new feature to change the user ID  in the platform to a numeric value of N digits (E.G like galileo’s PRN)
Other work to be identified with the backend team and RAAS middleware team
","[]","none","",0,0,"","","Friday, March 28th 2025, 4:45:09 pm -03:00","Wednesday, April 9th 2025, 2:04:56 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[86dwfmx23, 86dwccpt4]","[https://app.clickup.com/t/86dwfmx23, https://app.clickup.com/t/86dwccpt4]","","[Technical Requirements - TA RaaS, 1.11.6 Magnolia]","[]","","","","","","",,0,"","","","","","HWAY-2061","","","","","","","","","","","","","","Epic",""
"Task","86dwc3vcw","RAAS-4825","Limits Implementation Enhancements","code complete","Context
The current limits configuration and implementation is not enough to cover the business requirement, furthermore, since thie limits are directly referred to ""remittances"" this limits need to be added for legal/compliance reasons.
The following features are missing to achieve:
Include the Send Money Limit for all the methods
Include the Receive Money limit for all methods  

Work to be Done
The Platform should include the mechanisms to handle the missing limits features:
It is necessary to add the control in the limits engine to be able to summarize the limits independently of the provider. This will be achieved by creating a ""Fake"" Provider in each case that will be the RAAS Virtual Account, one for the Sender and one for the Recipient
# when there are limits to be controlled for the sender, in the money IN, the virtual account provider should be added for all the money flows
# when there are limits to be controlled for the recipient, in the money OUT the virtual account RECIPIENT provider  should be added for all the money flows


Limits defined 
(see screenshots below)
can be found in    under ""information sources"" tab

 

 
","[Alvaro Andres Obregon Carreño, Claudia Bolaños]","none","",0,0,"","","Thursday, March 27th 2025, 6:23:09 pm -03:00","Thursday, April 10th 2025, 12:19:30 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.11.6 Magnolia]","[]","[invex] Change limits for F&F: https://app.clickup.com/t/86dwaew93)","","","","","",,0,"","1.11.0","","[Backend]","","","","","","","","","","","","","","","","Platform Enhancement","The sender user needs to be controlled for their accumulated limits in remittances sending money using any method
The recipient user needs to be controled for their accumulated limits in remittances receiving money using any method
The limits defined are as described in the attached images
"
